Name	POS
클래스	NNP
그닥	MAG
달지	NNP
일류	NNG
둥글납작	XR
헤이즐넛	NNP
시리얼	NNP
부리	VV
체질	NNG
크랙	NNG
마실	VV+ETM
모자	NNG
탕탕	MAG
내려쳐	VV+EC
커지	VV
회정	NNG
핑기	NNG
공기층	NNG
크로	NNP
와상	NNG
패스	NNG
측정	NNG
박스	NNG
방산	NNG
밀어준	VV+ETM
누름	NNG
스칼라	NNG
가루분	NNG
낸다는	VV+ETM
쌓이	VV
다며	EC
회오리	NNG
제주	NNP
중속	NNG
커피시럽	NNG
챠	NNP
벼	VX+EF
씌운다	VV+EC
오무려	VV+EC
찹쌀떡	NNG
우면	NNG
쇼핑몰	NNG
점검	NNG
장만	NNG
변해	VV+EC
백색	NNG
살펴	VV+EC
드셔서	VV+EP+EC
오른손	NNG
왼손	NNG
턱	NNG
힘드신	VA+EP+ETM
파피	NNP
씨드	NNP
호화	NNG
마론	NNP
효모	NNG
커질	VV+ETM
개당	NNG
다름	VA+ETM
무언가	NP+VCP+EC
타피오카	NNG
야구공	NNG
탁	MAG
어쩌다	MAJ
쭈글쭈글	MAG
마련	NNG
냈	VX+EP
대추차	NNG
터져서	VV+EC
포함	NNG
감기	NNG
광주	NNP
강물	NNG
수정과	NNG
고선	EC+JX
둠	VX+ETN
술집	NNG
수정	NNG
핏	NNG
식혜	NNG
빙수기	NNG
공항	NNG
감정	NNG
과외	NNG
엿기름	NNG
악당	NNG
건데	NNB+VCP+EC
깁니다	ETN+VCP+EF
꽈	UNKNOWN
거니와	EC
에어	NNG
올라왔	VV+EP
카푸치노	NNP
러스	NNP
유리잔	NNG
임산부	NNG
임신	NNG
자궁	NNG
보드카	NNG
낄	VA
쉐이	NNP
흔드	VV
더울	VA+ETM
심플	NNP
하이볼	NNG
징거	NNG
버거	NNG
기회	NNG
발효기	NNG
캄	NNP
힘든데	VA+EC
재로	NNG
음미	NNG
적용	NNG
다방	NNG
라테	NNG
게다가	MAG
유산균	NNG
계량컵	NNG
시미	NNG
특색	NNG
방치	NNG
정수기	NNG
왔	VX+EP
가락	NNG
더디	VA
사우	NNG
라우트	NNP
코울	NNP
슬로	NNG
우드	NNG
부서져서	VV+EC
번거로워	VA+EC
품질	NNG
시커먼	VA+ETM
카라	NNP
응	IC
다대기	NNG
모밀	NNG
빨래	NNG
면은	VCP+EC
칼국	NNG
무림	NNG
채워서	VV+EC
전골냄비	NNG
메밀묵	NNG
푸욱	MAG
이색	NNG
윈드	NNP
흔히	MAG
정하	VV
비빔냉면	NNG
우려냈	VV+EP
송탄	NNG
매작	NNG
진주	NNP
모기	NNG
국수사리	NNG
할까요	VX+EC
콩과	NNG
오이채	NNG
그곳	NP
한모	NNG
갈수록	MAG
콩국수	NNG
계장	NNG
겁나	VV+EC
동아	NNP
흠	IC
치가	XSA+EC+JKS
은빛	NNG
들러	VV+EC
두국	NNG
할까	XSV+EC
진정	XR
뻥	NNG
퍼져	VV+EC
권장	NNG
담아낸	VV+ETM
근육	NNG
부도	NNG
여유있	VV
만두전골	NNG
자박자박	MAG
자장	NNG
물냉면	NNG
쳐내	VV+EC
어쩌	VV
우도	NNG
위시	NNG
신호	NNG
중면	NNP
가리	NNG
드려	VV+EC
운동	NNG
는지요	EC
처서	NNG
벽	NNG
덮힌	VV+ETM
떨어져서	VV+EC
훌훌	MAG
됍니다	UNKNOWN
폭발	NNG
나갑니다	VX+EC
일직선	NNG
남아도	VV
착하	VA
양조	NNG
간과	NNG
살라미	NNG
바실리	NNG
까르보	NNP
줍	VV
걸러진	VV+EC+VX+ETM
얌전히	MAG
익혀둔	VV+EC+VX+ETM
요래	VV+EC
메밀가루	NNG
점막	NNG
팔뚝	NNG
가라앉혀	VV+EC
동면	NNG
달라	VA+EC
중량	NNG
늠	ETM
대여섯	NR
단골	NNG
어떠	XR
콩가	NNG
이태	NNG
리식	NNG
뿌려진	VV+EC+VX+ETM
모습	NNG
그라나	NNG
빠다	NNG
라비올리	NNG
라자	NNP
베샤멜소스	NNG
학교	NNG
알단	NNP
베사	NNP
멜라	NNP
예뿌	VA
사멜	NNP
서울우유	NNP
씌	VV
아이스	NNG
귀니	NNP
인지라	VCP+EC
끝날	VV+ETM
단테	NNP
라자냐	NNP
물만두	NNG
어짜피	MAG
초가량	NNG
믿	VV
놓치	VV
덕분	NNG
햐	IC
최종	NNG
리코타	NNP
촘촘히	MAG
또르르	MAG
옴	VV+ETN
줬	VX+EP
쏟아져	VV+EC
과감히	MAG
어려워	VA+EC
렵니다	EC
벌집	NNG
쏘세지	NNP
이식	NNG
패인	VV+ETM
벌어져	VV+EC
깔깔	XR
해진다고	XSA+EC+VX+EC
비지찌개	NNG
룻	NNG
부두	NNG
헬	NNP
감자탕	NNG
요건	NP+JX
장맛	NNG
가깝	VA
직장	NNG
어르신	NNG
파니	NNG
고추장찌개	NNG
곱창	NNG
꼬맹이	NNG
내음	NNG
고여	VV+EC
집게발	NNG
조립	NNG
으셔요	EC
스스로	MAG
아닐	VCN+ETM
해캄	NNG
연포탕	NNG
배어나	VV
습니당	EF
살랑살랑	MAG
재래식	NNG
흔적	NNG
프로그램	NNG
칙	MAG
갸	NP
장점	NNG
터트려	VV+EC
못해	VX+EC
조개탕	NNG
두부찌개	NNG
쓰인	VV+ETM
부대찌개	NNG
반스	NNP
서진	NNG
회분	NNG
사브	NNP
착착	MAG
가을철	NNG
순두부	NNG
우랑	NNG
순두부찌개	NNG
벌릴	VV+ETM
더한다	VV+EC
초대	NNG
비려	NNP
생선전	NNG
제사	NNG
아실	VV+EP+ETM
우러났	VV+EP
걸쳐서	VV+EC
봄날	NNG
톰	NNG
꺼풀	NNG
우럭	NNG
킨	XSV+ETN+JX
투박	XR
른	UNKNOWN
탄탄	XR
짠지	NNG
으러	EC
쉬운데	VA+EC
해물탕	NNG
새우젓국	NNG
토로	NNG
인기	NNG
마무	NNG
리카	NNP
자연스레	MAG
매생이	NNG
어우러졌	VV+EP
풀어졌	VV+EP
스토리	NNG
설어	NNG
옹심	NNG
지짐	NNG
가마솥	NNG
도식	NNG
뷔페	NNG
대략	MAG
이기	VV
풀어질	VV+ETM
장떡	NNG
걸려서	VV+EC
셋	NR
아까우	VA
부서집니다	VV+EF
청홍	NNG
굴전	NNG
거뭇거뭇	MAG
베인	VV+ETM
쥬얼	NNP
부채살	NNP
고추전	NNG
개서	MAJ
튈	VV+ETM
달라진	VV+ETM
나온다고	VV+EC
피우	VV
전이	NNG
밍	NNG
개수	NNG
개분	NNG
겉쪽	NNG
휙	MAG
쏭	NNG
꿀맛	NNG
부비	NNG
버려서	EC+VX+EC
찝	VV
랍	NNG
이파리	NNG
전하	VV
므	UNKNOWN
한줌	NNG
턴	VV+ETM
펼치	VV
애호박전	NNG
캉	NNG
어우러져서	VV+EC
우가	NNG
코노미	NNP
들리	VV
멀리	MAG
도우	NNG
집중	NNG
워낙에	MAG
통식	NNG
좔좔	MAG
끄집어내	VV
유리컵	NNG
저번	NNG
잔뜩	MAG
스치	VV
버튼	NNG
두깨	NNG
쓰러지	VV
엄니	NNG
로제	NNG
그라탱	NNG
괴물	NNG
넓직	XR
붙인	EC+VV+ETM
쨈이나	UNKNOWN
햄버거	NNG
줄였	VV+EP
살결	NNG
필라델피아	NNP
나이	NNG
몇몇	NR
계신	VX+ETM
한마디	NNG
자연해동	NNG
아바타	NNP
록	NNG
얄	NNG
텐더	NNG
아상	NNG
대명사	NNG
두꺼워	VA+EC
여리	VA
터키	NNP
타코	NNP
피타	NNG
브레드	NNG
욕심	NNG
물결	NNG
쨈을	UNKNOWN
놓아둔	VV+ETM
쨈과	UNKNOWN
버팔로	NNP
정렬	NNG
또르	MAG
완제품	NNG
아야지	EF
즐겨요	VV+EC
가공	NNG
주요	NNG
페퍼로니	NNP
아웃백	NNP
줄어드	VV
밥반찬	NNG
스며드	VV
꺼냅니다	VV+EF
라이스버거	NNP
피로	NNG
스쿱	NNP
추워	VA+EC
지네	NNG
호밀	NNG
볼록	MAG
맹글	VV
짭쪼롬한	UNKNOWN
이탈리아	NNP
노나	VV+EC
부푼	VV+ETM
구나	EF
잡곡밥	NNG
감자채	NNG
터질	VV+ETM
히히	IC
꿀떡	MAG
돋우	VV
지난번	NNG
느라	EC
반절	NNG
엄지손톱	NNG
제주도	NNP
파절	NNG
뿅	MAG
춘천	NNP
닭갈비	NNG
척	MAG
한스	NNP
고니	NNG
꽈리	NNG
들어왔	VV+EP
즐거워	VA+EC
부추잡채	NNG
결합	NNG
하도	MAG
쌀엿	NNG
버물	VV
미끌	MAG
줄여야	VV+EC
후다닥	MAG
달짝	XR
전해	VV+EC
잡아당기	VV
챂	UNKNOWN
분내	NNG
세지	NNG
기유	NNG
항	XSA+ETM
가는소금	NNG
매끈매끈	MAG
왈	MAG
구부려	VV+EC
뒷	MM
대단	XR
변신	NNG
일본풍	NNG
채식	NNG
익혀요	VV+EC
매워서	VA+EC
캐슈너트	NNG
붙혀	VV+EC
마파두부	NNG
때깔	NNG
내줘	VV+EC
블랑쉬	NNP
멀	VA
걸요	NNB+JKO+JX
프레시	NNP
으고	EC
통무	NNG
컬	VV+ETM
변경	NNG
주황	NNG
줄줄이	MAG
알쿠	NNP
슬러시	NNG
여름날	NNG
디저트	NNG
에이드	NNG
웰치	NNP
만남	NNG
껏	XSN
캠벨	NNP
메이드	NNP
인디안	NNP
카프리썬	NNP
파티	NNG
판나코타	NNP
황홀	NNG
녹아내리	VV
스페셜	NNP
펀치	NNG
농심	NNP
찰비빔면	NNP
더한	VV+ETM
고치	NNG
비빔면	NNP
스낵	NNG
신라면	NNP
고단	NNG
몸매	NNG
면역력	NNG
머슬	NNP
태아	NNG
태교	NNG
개발	NNG
리릭	NNG
할게요	XSV+EC
액상	NNG
요렇게	MAG
출출	XR
야식	NNG
감자볶음	NNG
썹니다	UNKNOWN
볼게요	VX+EF
퀘	NNG
사디	NNG
스트레스	NNG
계획	NNG
미션	NNG
합쳐	VV+EC
누름돌	NNG
내려요	VV+EC
블론디	NNP
수비	NNG
안성탕면	NNP
모발	NNG
두피	NNG
머릿결	NNG
탈모	NNG
장운동	NNG
주르륵	MAG
볼까	VX+EC
주르르	MAG
불금	NNG
무기질	NNG
성인병	NNG
원인	NNG
혈당	NNG
발휘	NNG
크림슈	NNP
슈에	NNG
흔하	VA
지겹	VA
장보	VV
쓰일	VV+ETM
입덧	NNG
밥숟가락	NNG
말캉	XR
할께요	XSV+EF
생각나	VV
자취생	NNG
도리아	NNG
물컹물컹	MAG
여며	VV+EC
사양	NNG
작년	NNG
해둡니다	XSV+EC+VX+EC
쬐끔	MAG
이웃	NNG
밥상	NNG
농산물	NNG
쇼트브레드	NNP
김구이	NNG
묶음	NNG
묵혀	VV+EC
아쉬움	NNG
거치	VV
감겨	VV+EC
선선	NNG
아망	NNG
디오	NNP
쇼콜라	NNP
시식	NNG
공모전	NNG
수상	NNG
대상	NNG
대패	NNG
툭툭	MAG
채전	NNG
볼께요	VX+EF
밀과	NNG
녹두알	NNG
밀어줄	VV+ETM
사그락	MAG
트렉	NNP
내리쳐	VV+EC
트지	NNP
큼씩	JKB+XSN
는대요	EC
불상사	NNG
다요	EC
슥	MAG
발랐	VV+EP
옛	MM
느껴졌	VV+EC+VX+EP
롤빵	NNG
오랜만	NNG
따끈따끈	MAG
방학	NNG
간식거리	NNG
휙휙	MAG
돌아가	VV
면적	NNG
돌돌돌	MAG
사정	NNG
싸우	VV
마치	VV
채울	VV+ETM
채웠	VV+EP
집들이	NNG
치전	NNG
레제르	NNP
메렝게	NNP
마스터	NNP
셰프	NNP
코리아	NNP
심사	NNG
위원	NNG
살찔	VV+ETM
살렸	VV+EP
토치	NNG
진리	NNG
무더운	VA+ETM
불앞	NNG
퍼먹	VV
자동	NNG
조리법	NNG
장찌개	NNG
거쳐야	VV+EC
쪽쪽	MAG
면면	NNG
아까워서	VA+EC
콜라겐	NNG
새우볶음	NNG
캐나다	NNP
여러분	NP
포스팅	NNP
블로거	NNP
대니얼	NNP
알차	VA
구성	NNG
다니엘	NNG
방문	NNG
구독자	NNG
푸릇	XR
소요	NNG
건데요	NNB+VCP+EC
가질	VV+ETM
혼자	MAG
점심	NNG
차려	VV+EC
봅	NNP
제각각	NNG
헛구역질	NNG
고소미	NNP
시점	NNG
들어오	VV
피곤	NNG
정신	NNG
먹방	NNG
살찌	VV
투하	NNG
요리조리	MAG
아이템	NNG
소프트	NNG
감동	NNG
발렌타인	NNP
세상	NNG
휘이	MAG
영양식	NNG
그윽	XR
달라질	VV+ETM
남녀노소	NNG
경상	NNG
올해	NNG
잘리	VV
이만큼	MAG
점보	NNG
매트	NNG
초초	NNG
여의치	VA+EC
효자	NNG
포실	XR
현미밥	NNG
짭쪼름하게	UNKNOWN
진다는	VX+ETM
생리	NNG
불순	NNG
무월경	NNG
생리통	NNG
신진대사	NNG
혈액	NNG
순환	NNG
철분	NNG
깜빡	MAG
주욱	MAG
반모	NNG
티타임	NNG
갖춘	VV+ETM
은은히	MAG
순대볶음	NNP
살치	NNG
도르르	MAG
데굴데굴	MAG
초스피드	NNG
폭신폭신	MAG
아메리카노	NNP
븐	VX+ETM
볼께	VX+EF
철망	NNG
유리그릇	NNG
사각형	NNG
깨트려	VV+EC
친정	NNG
그동안	NNG
한가득	MAG
어찌나	MAG
치웠	VX+EP
껀	NNB+JX
평범	XR
백종원	NNP
가로세로	NNG
버물버물	MAG
스크럼	NNG
보고	JKB
칼륨	NNG
숙변	NNG
리오	EC
상당	NNG
자고	EC
조물락	MAG
당양	NNP
사르르	MAG
식상	NNG
반응	NNG
장기간	NNG
먹거리	NNG
흉내	NNG
내봤	VV+EP
돌려준	VV+ETM
바파	NNP
아웃	NNG
자니	EC
샀어요	VV+EP+EC
인트	NNP
노노	IC
페투치니면을	UNKNOWN
쨘	UNKNOWN
만한	VX+ETM
사먹	VV
뇌	NNG
세포	NNG
발달	NNG
고로케	NNG
내줬	VV+EP
챔은	UNKNOWN
이원일	NNP
계란탕	NNG
반해	VV+EC
바랄	VV+ETM
중강	NNG
식자재	NNG
자매	NNG
장반	NNG
뛰어난	VA+ETM
신항	NNG
계란덮밥	NNG
도저	NNG
초무침	NNG
오이냉국	NNG
킷	NNP
살려줄	VV+EC+VX+ETM
포슬포슬	MAG
적혀	VV+EC
디아	NNG
풍겨	VV+EC
뒤적뒤적	MAG
레오	NNP
모는	VV+ETM
몬테	NNP
크리스토	NNP
피크닉	NNP
몬	VV
아랫	MM
가베	NNP
다쿠아즈	NNP
토닥토닥	MAG
지글지글	MAG
호로록	MAG
배부르	VA
브레	NNP
거린	XSV+ETM
더워서	VA+EC
크린	NNP
마땅히	MAG
릅니다	UNKNOWN
프리타타	NNP
유아	NNG
주말	NNG
지친	VV+ETM
혹시나	MAG
벌써	MAG
후딱	MAG
잔반	NNG
쫀쫀	XR
데로	JX
해준	NNP+JX
달걀덮밥	NNG
엽산	NNG
두부덮밥	NNP
보내	VV
핀지	NNG+VCP+EC
우승	NNG
접어주	VV
굴러가	VV
댑니다	EF
두부조림	NNG
디앙	NNP
만들기	NNP
공개	NNG
계	NP
기다렸	VV+EP
미채	NNG
장진	NNG
쫙쫙	MAG
집집	NNG
화력	NNG
짜잔	MAG
굴튀김	NNG
어울린다	VV+EC
다닐	VV+ETM
포장마차	NNG
감돌	VV
크랜	NNP
어치	NNG
불향	NNG
연기	NNG
제조	NNG
컷팅	NNP
백주	NNG
부표	NNG
텔	NNG
쓱쓱	MAG
차례차례	MAG
넘쳐나	VV
수북히	MAG
감자튀김	NNG
마침	MAG
무쳤	VV+EP
이젠	MAG+JX
네이버	NNP
대전	NNG
소통	NNG
토론	NNG
토니안	NNP
소세	NNG
전반	NNG
땡길	VV+ETM
샷	NNG
너무나	MAG
연두	NNG
깜빡하	VV
컵케이크	NNG
드릴게요	VX+EC
란국	NNG
마가렛	NNP
따라잡	VV
한판	NNG
실망	NNG
사놓	VV
드릴께요	VX+EF
궁중	NNG
짭쪼름	UNKNOWN
정창	NNG
대세	NNG
창욱	NNP
이날	NNG
닭백숙	NNG
햇감자	NNG
한창	MAG
주문	NNG
다지요	EF
니쿠자가	NNP
머그	NNG
상관없이	MAG
포실포실	MAG
더라는	ETM
두루치기	NNG
국민	NNG
별다른	VA+ETM
대장암	NNG
과언	NNG
알려져	VV+EC+VX+EC
고갈	NNG
요만큼	MAG
쟁여	VV+EC
주전부리	NNG
두부구이	NNG
효능	NNG
해장국	NNG
오독오독	MAG
권해	VV+EC
통아	NNG
몬드	NNG
뒤적거려	VV+EC
막국수	NNG
두말	NNG
면수	NNG
치즈볼	NNP
연상	NNG
부종	NNG
해독	NNG
렌치	NNG
청포도	NNG
싱그러운	VA+ETM
청포	NNG
후루룩국수	NNP
미초	NNG
보낼	VV+ETM
동봉	NNG
포근포근	MAG
아쉬운	VA+ETM
마음	NNG
실까요	EP+EF
쳐넣	VV
짰	VV+EP
갈비구이	NNG
잰	VV+ETM
알아보	VV
지위	NNG
졸아든	VV+ETM
마음껏	MAG
캠핑	NNG
살린	VV+ETM
앙증맞	VA
키세스	NNP
모티브	NNG
밤고구마	NNG
지점	NNG
이연복	NNP
검색	NNG
윽	MAG
베니	NNP
칠면조	NNG
어려워하	VA+EC+VX
새까맣	VA
질척거리	VV
장구	NNG
세일	NNG
썸	NNG
일요일	NNG
시험	NNG
수다	NNG
폴리쉬	NNP
기다립니다	VV+EC
밤새	NNG
스미	VV
걸린	VV+ETM
단위	NNG
마이리	NNP
릭	NNG
만능	NNG
크리스마스	NNP
타이밍	NNG
풍만	NNG
불안	NNG
후식	NNG
아쉬워	VA+EC
둬요	VX+EF
얼추	MAG
파운드케이크	NNG
김무	NNP
다가오	VV
처트	NNG
김민준	NNP
도전자	NNG
선보인	VV+ETM
프렌치토스트	NNG
구부려서	VV+EC
벅	MAG
애플파이	NNG
대충대충	MAG
올립니다	VV+EC
합체	NNG
크램	NNP
재질	NNG
후후	MAG
글로벌	NNG
기울여서	VV+EC
한우	NNG
내맘대로	NP+JKG+NNG+JX
저염식	NNP
뽐내	VV
다시금	MAG
라볶이	NNG
뷰티	NNG
잦	VA
모임	NNG
새하얀	VA+ETM
로맨틱	XR
러블리	NNP
빙글빙글	MAG
빼빼	NNG
장무	NNG
짭쪼름하고	UNKNOWN
해볼까	VV+EC+VX+EC
담당	NNG
지체	NNG
산모	NNG
벅벅	MAG
이래저래	MAG
콜라보	NNP
보글거리	VV
질려	VV+EC
홍대	NNG
진심	NNG
부속	NNG
불러	VV+EC
고구	NNP
듬뿍듬뿍	MAG
랍니당	EF
구용	NNG
드린	VX+ETM
맥나잇	NNP
미역볶음	NNG
골다공증	NNG
다글다글	MAG
골연화증	NNG
성장	NNG
기이	NNG
유식	NNG
흘러나와	VV+EC
요로	NNG
공유	NNG
야무지	VA
들어갑니다	VV+EC
츌러로	UNKNOWN
단순	NNG
환절기	NNG
패닝	NNG
뿌듯	XR
여느	MM
착한	VA+ETM
요런	MM
손두부	NNG
독일	NNP
몰랑	NNG
자르르	MAG
이소	NNG
플라본	NNG
안면	NNG
홍조	NNG
갱년기	NNG
증후군	NNG
장려상	NNG
곁들였	VV+EP
상추쌈	NNG
달큼	XR
동물	NNG
저리	NNG
어마어마	XR
가을무	NNG
백만	NR
팝콘	NNG
신혼	NNG
보여도	VV+EC
바바루아	NNG
편평	XR
출	VV+ETM
무한도전	NNP
정준하	NNP
다이어터	NNP
바꿔서	VV+EC
스트링	NNP
치맥	NNG
면당	NNG
올라갈	VV+ETM
예정	NNG
프랑스	NNP
탄수화물	NNG
에너지	NNG
보호	NNG
다졌	VV+EP
까슬까슬	XR
지척	NNG
동한	VV+ETM
데쳐진	VV+EC+VX+ETM
일품요리	NNG
외식	NNG
인해서	VV+EC
위장	NNG
리소토	NNG
해봅시다	VV+EC+VX+EC
챔	UNKNOWN
간만	NNG
김으로	NNP
왁스	NNG
추출	NNG
한껏	MAG
맘모스	NNG
유혹	NNG
만족	NNG
고고	NNG
버전	NNG
반짝반짝	MAG
흰쌀밥	NNG
최근	NNG
밸런스	NNG
개선	NNG
혈관	NNG
가져왔	VV+EP
즐거움	NNG
데마	NNG
반원	NNG
계산	NNG
땋	VV
냉기	NNG
깻잎쌈	NNG
연인	NNG
모조리	MAG
으뜸	NNG
초정	NNG
파장아찌	NNG
돌아오	VV
옮겨서	VV+EC
얼갈이김치	NNG
설컹	XR
그레이	NNP
그레	EC
기공	NNG
마법	NNG
두부김치	NNP
우울증	NNG
밀도	NNG
폐경	NNG
말아먹	VV
비상	NNG
짜장면	NNG
뙇	UNKNOWN
새롭	VA
인치	NNP
그리곤	MAJ+JX
화룡점정	NNG
부참	NNG
다뤄	VV+EC
부쳤	VX+EP
내내	MAG
라지	NNG
가루라	NNG
쌓여	VV+EC
레이팅	NNG
오리볶음	NNG
연휴	NNG
달달달	MAG
올라옵니다	VV+EF
노오란	VA+ETM
우연히	MAG
귀여워서	VA+EC
분식	NNG
뿍	MAG
에스트로겐	NNG
힐링	NNG
숭숭	MAG
촥	MAG
베타카로틴	NNG
늘상	MAG
연양	NNG
던지요	EF
나물볶음	NNG
지난주	NNG
끓어오른	VV+ETM
고기볶음	NNG
잡아가	VV
생닭	NNG
드셔요	VV+EP+EF
아저씨	NNG
휘적휘적	MAG
애그	IC
생김	NNG
비벼준다	VV+EC+VX+EC
개량	NNG
이어	MAG
왕창	MAG
투입	NNG
즉석밥	NNP
차리	VV
찐한	VA+ETM
치즈케이크	NNP
동영상	NNG
춥	VA
생각났	VV+EP
누르개	NNG
오미	NNP
국면	NNG
생우	NNG
토르	NNP
티아	NNP
알래스카	NNP
쌀빵	NNP
지긋이	MAG
더우니	VA+EC
어쩌면	MAG
소풍	NNG
매점	NNG
투게더	NNP
야간	NNG
반찬거리	NNG
유막	NNG
시켜요	XSV+EF
무얼	NP+JKO
기존	NNG
맘대로	MAG
고혈압	NNG
당뇨병	NNG
미용	NNG
순두	NNG
부국	NNG
놨던	VX+EP+ETM
제법	MAG
칭찬	NNG
그득	MAG
올리오	NNP
장면	NNG
로치	NNP
미카엘	NNP
동그라미	NNG
못했	VX+EP
마약	NNG
스카치	NNP
비주얼	NNG
단짝	NNG
채무	NNG
궜던	UNKNOWN
시금치나물	NNG
고를	VV+ETM
그래서인지	VA+EC+VCP+EC
훅	MAG
불과	MAG
오가	VV
쌀쌀	XR
야채실	NNG
봉구	NNG
손이	NNG
세우	VV
예용	EF
수치	NNG
할거	XSA+ETM+NNB+VCP
맥앤치즈	NNP
초딩	NNG
냉증	NNG
스테미	NNP
확보	NNG
폭풍	NNG
신나	VV
토요일	NNG
다이소	NNP
뢰스	NNG
려다가	EC
순수	NNG
실제로	MAG
심야식당	NNP
푸치노	NNP
끌어올려	VV+EC
정보통	NNG
요게	NP+JKS
부전	NNG
분식집	NNG
들어간다	VV+EC
박자	NNBC
유래	NNG
지중해	NNP
크렘	NNP
정통	NNG
트레이	NNP
이자카야	NNP
곤죽	NNG
윙윙	MAG
코코	NNG
허벅지	NNG
줄께요	VX+EF
끝났으니	VV+EP+EC
살전	NNG
간답니다	VX+EF
된다죠	VV+EF
부칩니다	VV+EF
조리시	NNP
블로그	NNG
부산	NNP
일본어	NNG
볶음국수	NNG
드렸	VX+EP
짭니다	VA+EF
했어요	XSV+EP+EC
바글	XR
그래야지	VV+EC
휴게소	NNG
어쩜	IC
정상	NNG
쓰임새	NNG
잠들	VV
징어	NNG
옵	EP
깜	NNP
꼬니	NNG
배운	VV+ETM
만날	VV+ETM
우루루	MAG
보약	NNG
딱히	MAG
나위	NNB
뒤엎	VV
퀵	NNG
홈파티	NNP
기리	MAG
오무	VV
삼각김밥	NNP
오니	NNG
시청	NNG
소울	NNG
감도	VV
푹푹	MAG
닭구이	NNG
처치	NNG
드셨	VX+EP+EP
해줌	XSV+EC+VX+ETN
할로	NNG
윈데	NNBC+VCP+EC
할로윈	NNG
데이	VV
지났	VV+EP
더운데	VA+EC
등갈비	NNG
염증	NNG
치료	NNG
졸였	VV+EP
지루	XR
똑	MAG
뜯어먹	VV
정육	NNG
서우	NNG
신혼집	NNG
술술	MAG
수란	NNG
꾸욱	MAG
불은	NNG
잦아들	VV
크랜베리스	NNP
니타르트	NNP
벌렸	VV+EP
못한	VX+ETM
찰랑찰랑	MAG
구리	EF
윤후	NNP
너구리	NNG
남겨둔다	VV+EC+VX+EF
미유	NNP
모디	NNG
바릴라	NNP
가져	VV+EC
한수	NNG
이하늬	NNP
관심	NNG
비워	VV+EC
조각조각	MAG
끝났으면	VV+EP+EC
점차	MAG
점도	NNG
팡팡	MAG
갈린	VV+ETM
신다	EP+EC
아쉬워서	VA+EC
도지마	NNP
끊기	VV
연두색	NNG
복날	NNG
대가	NNG
쉐프	NNP
짭쪼롬	UNKNOWN
행운	NNG
초코바나나	NNP
스프링	NNG
어니언	NNP
화사	NNG
투척	NNG
촵촵	UNKNOWN
치이	IC
솔솔솔	MAG
바르르	MAG
신의	NNG
치마	NNG
으셨으면	EP+EP+EC
컨셉	NNG
콩자반	NNG
유방암	NNG
짭쪼름하니	UNKNOWN
흑맥주	NNG
비프스튜	NNG
하이라이트	NNG
핵심	NNG
양도	NNG
캐스트	NNG
벌어진다	VV+EC
입니다요	VCP+EC
자세	XR
파르메산	NNP
폴폴	MAG
배정	NNG
시리즈	NNG
푸키	NNP
베베	NNP
사로잡	VV
냐구요	EC
덕지덕지	MAG
드릴려고	VX+EC
포마드	NNG
빈대떡	NNG
불인	NNG
한덩	NNG
티비	NNG
낮춰서	VV+EC
버터링	NNG
생과	NNG
라죠	EC
추울	VA+ETM
백종	NNG
원표	NNG
서브	NNG
해외	NNG
뱃속	NNG
꼿	NNG
동파육	NNP
마소	NNG
털기	NNG
달구리	NNG
톡톡톡	IC
교촌	NNG
이만	XR
망설이	VV
팟타이	NNP
기력	NNG
발육	NNG
기억력	NNG
향상	NNG
해졌	XSA+EC+VX+EP
딸아이	NNG
셰이크	NNG
설기	NNG
친숙	NNG
자주자주	MAG
놉	VA
표정	NNG
개성	NNG
새우구이	NNG
연갈색	NNG
이용한	NNP
고는	EC
포트	NNG
고대로	MAG
연말	NNG
사지	NNG
김풍	NNP
연복	NNG
불리우	VV
귀한	VA+ETM
심혈	NNG
당뇨	NNG
더없이	MAG
해조류	NNG
다는데	EC
지겨울	VA+ETM
떨어뜨렸	VV+EP
미세먼지	NNP
생김치	NNG
그만큼	MAG
닭똥집	NNG
으스러질	VV+ETM
함박	NNG
틸	NNP
아슬리	NNP
몽골리안	NNP
먹지	NNG
쓱	MAG
부어요	VV+EF
프라이어	NNP
맘껏	MAG
신동엽	NNP
비스듬	XR
여드	EC+VX
잠겨	VV+EC
호박전	NNG
역전	NNP
그어주	VV
라고요	EC
시댁	NNG
뒤져	VV+EC
이밥	NNG
발견	NNG
깜놀	NNG
흔한	VA+ETM
샥	MAG
쓰리	NR
코스	NNG
프레시안	NNP
완소	NNG
파워	NNG
누텔라	NNP
나와야	VV+EC
다른데요	VA+EF
질척이	VV
인식	NNG
블랙커피	NNG
우박	NNG
생일	NNG
상차림	NNG
뽀득뽀득	MAG
왜냐면	MAJ
뻔	NNB
덧대	VV+EC
라지요	EC
스터프드	NNP
짝꿍	NNG
마로	NNG
손쉬운	VA+ETM
수퍼	NNP
우수	XR
활성산소	NNP
남성	NNG
바사삭	MAG
만났	VV+EP
귀차	NNG
니즘	NNG
퇴근길	NNG
세유	EP+EC
어유	EC
읕	UNKNOWN
당일	NNG
발라진	VA+EC+VX+ETM
알마	NNP
즉석	MM
몰라	VV+EF
진동	NNG
크러스트	NNG
밀어두	VV
땡겨	VV+EC
둥지냉면	NNP
버무립니다	VV+EF
밥공기	NNG
저거	NP
쓱싹	MAG
김치전	NNG
